# Created by Octave 3.2.4, Sat Jan 22 23:38:08 2011 CET <bigpet@bigpet-VirtualBox>
# name: u
# type: matrix
# rows: 3059
# columns: 45
 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -77.92326718144933 -75.37953312289277
 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -79.63430744010212 -76.99438523335986
 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80 -80
 -67.26248087949133 -63.98001745390697 -64.10134141949857 -67.44923032176322 -65.57906564842907 -62.65624124294695 -62.26166208136358 -60.26157964165665 -56.90286557673303 -55.51017489170651 -58.06309795278858 -67.03881236158927 -60.65893849707307 -55.85834718904559 -53.18201977834381 -55.35606539786636 -67.02449498279827 -49.52905905626967 -45.44702999063827 -45.25228039605935 -48.57033714495568 -56.85079211353697 -47.52030890212328 -42.06701896728617 -39.6972202237501 -39.14044145228808 -39.79975140491604 -41.06984598556824 -42.42512283009737 -43.73572851058321 -45.27466363800841 -47.71620878428669 -51.95411352710143 -56.94515175169422 -57.3452813228039 -57.48462215719228 -58.81221632539162 -57.30205773941533 -49.14480551335924 -43.8238248842751 -41.60816196480648 -42.01959732182112 -44.27239670229678 -45.28237282222896 -44.00183455659509
 -55.25838348934269 -53.94830275399514 -52.14636097086117 -50.21080091610955 -50.0164831348932 -49.07113292192897 -41.73973314680482 -36.95058774417058 -35.58151369381592 -37.56751046259073 -42.33010024724362 -41.93230810314603 -40.21730491514009 -41.00447832824958 -42.68897268694659 -43.29408554024279 -42.42740686235051 -41.18861639107791 -40.334939095935 -40.0415215238276 -40.12159955875362 -40.01544614825895 -39.1941522056258 -37.95542978881918 -37.04946282296403 -36.66256166076307 -36.16394049300552 -35.03605575962523 -33.80107159929218 -33.14184536096302 -32.96515673929932 -32.4166123688593 -31.03707732689257 -29.4077020675791 -27.96285242139614 -26.12503796170292 -23.50511149065194 -20.98749087301687 -19.42221123891533 -19.26715110185751 -20.91606203526758 -24.88426488225991 -31.64570869463159 -37.61951788286373 -39.25658768234574
 -69.65587200422567 -61.85809685820465 -68.65930365248533 -57.52923593289299 -54.45252566180942 -51.58435602438965 -44.90108648470228 -41.61498177812896 -39.18328368581975 -37.09864243841407 -37.5485351821103 -42.53070356420253 -57.31614804329737 -47.26045821919952 -46.74106478155853 -48.29602931649484 -47.16605767774395 -45.18962109327503 -45.72139619770827 -50.19965242542657 -52.38800633149746 -47.31020872904216 -43.98674033824031 -43.93430278120012 -48.24920317575486 -45.47534178508597 -41.80404133356227 -40.41815392755113 -39.38199463841839 -40.39438322683375 -42.53177584219665 -42.99937855834052 -39.40066172687327 -34.71006742256073 -37.64896313678192 -36.47212748932642 -27.35198777061605 -26.29434896582213 -29.68604935903597 -26.62323544481586 -24.29068951245763 -26.61375371329676 -33.23937598159426 -36.01997930688871 -37.45942979205133
 -60.53866566069378 -61.32475213988091 -61.56359139946809 -60.98360732574756 -60.80727640583135 -56.7473680143667 -47.39334273317741 -41.55835423315806 -38.83977715704821 -38.55600770314463 -39.82522240323463 -41.33307377693818 -43.09781510891217 -46.24708008342553 -50.12814899686794 -52.60717363864235 -55.35182651314614 -60.62157359157831 -66.17167355934589 -59.9727484108115 -56.4133556558867 -54.36984509194478 -51.6051762089893 -48.67216861495826 -45.6705227741061 -41.5866276476192 -37.26431040546075 -34.16629812231363 -32.86178704722754 -33.44679089443031 -35.88878479389773 -40.26398957146397 -46.09379580943626 -45.88105437671074 -42.69762464690137 -40.89869533949308 -34.08187056907533 -26.25516637964525 -20.37367048250621 -16.75791570651507 -15.48350168337386 -16.60991029014337 -20.3113794505462 -27.01218035081035 -37.3703205380052
 -66.43101344723274 -63.28182749096791 -61.14513625145268 -58.71916046546515 -56.30864683605345 -57.72423050823421 -54.81912940582909 -50.51711886915443 -53.07619574912977 -54.52103323298518 -47.52166274580429 -47.6937958405172 -53.45936036390054 -51.55411959537203 -49.77724554625983 -51.72562074770396 -52.08636250891247 -51.05578630067286 -50.91140309632367 -50.62624599681673 -50.2278613175616 -49.29467219145263 -47.52308758568168 -46.33780255567841 -44.94486900885864 -44.20898536363762 -45.18042327919129 -44.52072571149429 -43.65988768093657 -43.91035040591116 -43.37754977306857 -44.21410223803899 -42.631989818582 -40.60937687495106 -41.56096598491138 -35.34163179365488 -33.19031779453947 -39.98079399938818 -33.68467470031538 -28.4049808541645 -28.34681915936645 -28.50446080610253 -28.0778244136347 -31.29049791969915 -43.51401976796424
 -55.88215821332006 -52.99478236778194 -51.79856385974559 -52.35956278062971 -55.44608440759745 -62.30573993233457 -60.32254316992815 -51.74032969294081 -44.77269728976438 -40.23813342156573 -37.85543651609463 -37.3249261208743 -38.50255486846045 -41.41143933996594 -46.20177904830471 -52.63186737348392 -59.59319584596587 -61.62526411289149 -60.42869257913352 -64.99031478239176 -64.96738672216875 -49.82631706249181 -42.81101585032685 -39.39401653270718 -38.17070250562624 -38.34223200442116 -39.70013454994331 -42.95383893265331 -49.86215488855188 -51.26694079253092 -50.39199983515131 -55.61484448030227 -54.54058236959321 -48.86993180219881 -50.96268974166112 -31.31141125430243 -23.1136990588912 -19.09574867376481 -17.95124260328502 -19.0896314110762 -21.79052962785118 -25.11395758016914 -29.26034774863837 -35.48839066798715 -43.9403320233405
 -69.06758151583649 -63.78649836804825 -59.55599663809104 -57.50162074185145 -55.93774492579206 -54.49415636268596 -53.78416428494654 -50.70839323923095 -48.14553462775612 -48.49208831701607 -49.58408051395476 -49.65361460248032 -51.90290582107227 -50.39843152100374 -47.87091545208558 -48.76515408215084 -49.40885645736959 -48.2196820340744 -48.25383952796128 -48.54661132524526 -48.78692130049068 -50.19521202874777 -47.82188494636567 -43.99934635359024 -42.50711275945904 -42.58055179884289 -44.00147707367619 -46.40776511791802 -45.29682152095695 -44.75970170099828 -45.97557081540244 -44.07374048365406 -44.52165631145556 -42.32498814449289 -40.95303889033865 -41.45947687350792 -27.56039055097206 -22.39078474661905 -21.22553977185463 -23.10941619884601 -27.53291494030852 -34.16264012931552 -43.41768215594006 -42.26404975593088 -44.72683440858092
